"expression","reading","meaning","tags","guid","meaning_vi"
"超過","ちょうか","excess, being more than","JLPT JLPT_2","H)x}P>JSY6","dư thừa, nhiều hơn"
"彫刻","ちょうこく","carving, engraving, sculpture","JLPT JLPT_2","Mb[Y;T*X##","chạm khắc, chạm khắc, điêu khắc"
"長所","ちょうしょ","strong point, merit; advantage","JLPT JLPT_2","r2Td3|X~d{","điểm mạnh, công đức; lợi thế"
"長女","ちょうじょ","eldest daughter","JLPT JLPT_2","t>?7,8swc^","con gái lớn"
"調整","ちょうせい","regulation, adjustment, tuning","JLPT JLPT_2","QE[mY6z/-y","sự điều chỉnh, sự điều chỉnh, sự điều chỉnh"
"調節","ちょうせつ","regulation, adjustment, control","JLPT JLPT_2","P0aU16*RZa","sự điều chỉnh, sự điều chỉnh, sự kiểm soát"
"長短","ちょうたん","length, long and short, +-","JLPT JLPT_2","qq$=?zj3/o","chiều dài, dài và ngắn, +-"
"頂点","ちょうてん","top, summit","JLPT JLPT_2","O=qNj-<h$g","đỉnh, đỉnh"
"長男","ちょうなん","eldest son","JLPT JLPT_2","q&!C!n<?M%","con trai cả"
"長方形","ちょうほうけい","rectangle, oblong","JLPT JLPT_2","O?/Z!eS6c(","hình chữ nhật, thuôn dài"
"調味料","ちょうみりょう","condiment, seasoning","JLPT JLPT_2","K^{6&5|*9!","gia vị, gia vị"
"直後","ちょくご","immediately following","JLPT JLPT_2","CruP!C)gep","ngay sau đây"
"直線","ちょくせん","straight line","JLPT JLPT_2","i)fGfpmLw~","đường thẳng"
"直前","ちょくぜん","just before","JLPT JLPT_2","D>@!/){#.,","ngay trước đó"
"直通","ちょくつう","direct connection","JLPT JLPT_2","A~{UUj]Qek","kết nối trực tiếp"
"直流","ちょくりゅう","direct current","JLPT JLPT_2","d)k}co{r3d","dòng điện một chiều"
"貯蔵","ちょぞう","storage, preservation","JLPT JLPT_2","EL+(Z/@n_h","lưu trữ, bảo quản"
"直角","ちょっかく","right angle","JLPT JLPT_2","v`=zo2c&R/","góc vuông"
"直径","ちょっけい","diameter","JLPT JLPT_2","z!K&J,E<-?","đường kính"
"散らかす","ちらかす","to scatter around, to leave untidy","JLPT JLPT_2","GEl!43e%n;","rải rác xung quanh, để bừa bộn"
"散らかる","ちらかる","to be in disorder","JLPT JLPT_2","K|3bz=nC90","bị rối loạn"
"塵紙","ちりがみ","tissue paper, toilet paper","JLPT JLPT_2","lS2l<%5|;:","khăn giấy, giấy vệ sinh"
"追加","ついか","addition, supplement, appendix","JLPT JLPT_2","tj?z]po,j$","phần bổ sung, phần bổ sung, phụ lục"
"ついで","ついで","opportunity, occasion","JLPT JLPT_2","JV}]H[sMyJ","cơ hội, dịp"
"つうか","つうか","currency","JLPT JLPT_2","oE[eO]8G9J","tiền tệ"
"通勤","つうきん","commuting to work","JLPT JLPT_2","e/9Ql]v_wl","đi làm"
"通ずる","つうずる","to lead, to run, to open","JLPT JLPT_2","q$j6&`f[H8","dẫn, chạy, mở"
"通知","つうち","notice, notification","JLPT JLPT_2","cJFk/B/(}}","thông báo, thông báo"
"通帳","つうちょう","bankbook","JLPT JLPT_2","A$T{G:y63&","sổ tiết kiệm"
"通訳","つうやく","interpretation (i.e., oral translation) interpreter","JLPT JLPT_2","C1Sq0$,;*i","thông dịch viên phiên dịch (tức là dịch miệng)"
"通用","つうよう","popular use, circulation","JLPT JLPT_2","s?U_N>(p<4","sử dụng phổ biến, lưu thông"
"通路","つうろ","passage, pathway","JLPT JLPT_2","tLtZ>BdE3q","lối đi, lối đi"
"突き当たり","つきあたり","end (e.g., of street)","JLPT JLPT_2","E.b]g.X8,Q","cuối (ví dụ: đường phố)"
"突き当たる","つきあたる","to run into, to collide with","JLPT JLPT_2","H/BcfsD4m>","chạy vào, va chạm với"
"月日","つきひ","time, years, days","JLPT JLPT_2","syFp2{x6+`","thời gian, năm, ngày"
"次ぐ","つぐ","to follow, to come after, to come next (to)","JLPT JLPT_2","KsUS[vX;(*","theo sau, theo sau, tiếp theo (đến)"
"伝わる","つたわる","to spread (of a rumor, news, etc.), to travel, to circulate, to go around, to be passed around, to become known","JLPT JLPT_2","xB#-{Oy+Zn","truyền bá (tin đồn, tin tức, v.v.), đi du lịch, lưu hành, đi vòng quanh, được truyền đi khắp nơi, được biết đến"
"突っ込む","つっこむ","to plunge into, to stick into","JLPT JLPT_2","mSeMf>i-8N","lao vào, dính vào"
"務める","つとめる","to serve, to act","JLPT JLPT_2","L>!8An;z|w","để phục vụ, hành động"
"努める","つとめる","to try, to aim","JLPT JLPT_2","Hiy-GVpUzU","cố gắng, nhằm mục đích"
"綱","つな","rope","JLPT JLPT_2","Gw:F2@;*cm","dây thừng"
"繋がり","つながり","connection, link, relationship","JLPT JLPT_2","i]34S7eeuh","sự kết nối, liên kết, mối quan hệ"
"繋がる","つながる","to be tied together, to be connected to, to be linked to","JLPT JLPT_2","AHrdgC)O9:","được gắn kết với nhau, được kết nối với, được liên kết với"
"粒","つぶ","grain","JLPT JLPT_2","cj>Qx50pst","ngũ cốc"
"潰す","つぶす","to smash, to waste","JLPT JLPT_2","fw$wS&e^q","đập phá, lãng phí"
"潰れる","つぶれる","to be smashed, to go bankrupt","JLPT JLPT_2","KtRH@.KstT","bị phá sản, bị phá sản"
"つまずく","つまずく","to stumble, to trip","JLPT JLPT_2","HV>q|x:QCp","vấp ngã, vấp ngã"
"躓く","つまずく","to trip (over), to stumble","JLPT JLPT_2","c>Y]uM]FZ+","vấp ngã (vượt qua), vấp ngã"
"詰まる","つまる","to be blocked, to be packed","JLPT JLPT_2","i9f3IyL;o8","bị chặn, bị đóng gói"
"積む","つむ","to pile up, to stack","JLPT JLPT_2","j$?]*}X8^,","xếp chồng lên nhau, xếp chồng lên nhau"
"爪","つめ","fingernail or toenail","JLPT JLPT_2","s#1=yTp.2S","móng tay hoặc móng chân"
"艶","つや","gloss, glaze","JLPT JLPT_2","Q)oxH2VDV_","bóng, tráng men"
"強気","つよき","firm, strong","JLPT JLPT_2","P1FRp-!AG,","vững chắc, mạnh mẽ"
"釣り合う","つりあう","to balance, to be in harmony, to suit","JLPT JLPT_2","z[{YFjYjFo","cân bằng, hài hòa, phù hợp"
"吊る","つる","to hang","JLPT JLPT_2","eBriDa`?h[","treo"
"吊す","つるす","to hang","JLPT JLPT_2","ux}URvOg@g","treo"
"テーマ","テーマ","theme, project, topic (GER: Thema)","JLPT_2 JLPT Intermediate_Japanese_Ln.15 Intermediate_Japanese","gk7:?,j`-7","chủ đề, dự án, chủ đề (GER: Thema)"
"手洗い","てあらい","restroom, lavatory","JLPT JLPT_2","shNH8<_-bh","phòng vệ sinh, nhà vệ sinh"
"低～","てい～","low ~","JLPT JLPT_2","qQ>QRC-XBo","thấp ~"
"定員","ていいん","fixed number of regular personnel, capacity (e.g., of boat)","JLPT JLPT_2","hHnudL9f]D","số lượng nhân sự cố định, năng lực (ví dụ: thuyền)"
"定価","ていか","established price","JLPT JLPT_2","GWM}Nec!lL","giá thành lập"
"低下","ていか","fall, decline","JLPT JLPT_2","uCyhw5D=m+","ngã, suy giảm"
"定期券","ていきけん","commuter pass, season ticket","JLPT JLPT_2","kM5$./::LV","vé đi lại, vé theo mùa"
"定休日","ていきゅうび","regular holiday","JLPT JLPT_2","GIBTjs]--C","kỳ nghỉ thường xuyên"
"停止","ていし","suspension, interruption, stoppage","JLPT JLPT_2","L@Y;}f5pt/","sự đình chỉ, sự gián đoạn, sự đình chỉ"
"停車","ていしゃ","stopping (e.g., train)","JLPT JLPT_2","J9C>1^3Nnd","dừng lại (ví dụ: xe lửa)"
"停電","ていでん","power outage, electricity outage, blackout","JLPT JLPT_2","d8`tBKM9z5","mất điện, mất điện, cúp điện"
"出入り","でいり","in and out, coming and going","JLPT JLPT_2","yl0fL{Q0pI","vào và ra, đến và đi"
"出入口","でいりぐち","exit and entrance","JLPT JLPT_2","Eq1|~+1Qg4","lối ra và lối vào"
"出入り口","でいりぐち","exit and entrance","JLPT JLPT_2","w,8Y4;[3/l","lối ra và lối vào"
"手入れ","ていれ","repairs, maintenance","JLPT JLPT_2","rnU2HoMJ`m","sửa chữa, bảo trì"
"出来上がり","できあがり","be finished, ready","JLPT JLPT_2","H,mU.Hzu4W","hoàn thành, sẵn sàng"
"出来上がる","できあがる","to be finished, to be ready","JLPT JLPT_2","d/)Gw/?OUZ","để được hoàn thành, để sẵn sàng"
"的確","てきかく","precise, accurate","JLPT JLPT_2","QsPEZIzu?w","chính xác, chính xác"
"適確","てきかく","precise, accurate","JLPT JLPT_2","f.CM.L/$:o","chính xác, chính xác"
"手首","てくび","wrist","JLPT JLPT_2","Jk-$`y`Ik4","cổ tay"
"凸凹","でこぼこ","unevenness, roughness, ruggedness","JLPT JLPT_2","NK{S%hniXJ","sự không bằng phẳng, sự gồ ghề, sự gồ ghề"
"手頃","てごろ","moderate, handy","JLPT JLPT_2","fokm:d$4ID","vừa phải, tiện dụng"
"手ごろ","てごろ","handy, convenient suitable, reasoanble, moderate","JLPT JLPT_2","hDgPRveK4>","tiện dụng, tiện lợi, phù hợp, hợp lý, vừa phải"
"弟子","でし","pupil, disciple, apprentice","JLPT JLPT_2","xgs_S`YrNI","đệ tử, đệ tử, người học việc"
"でたらめ","でたらめ","irresponsible utterance, nonsense; random","JLPT JLPT_2","o=WTZV3mV~","phát ngôn vô trách nhiệm, vô nghĩa; ngẫu nhiên"
"手帳","てちょう","notebook","JLPT JLPT_2","sa)S+5Yc~m","sổ tay"
"鉄橋","てっきょう","iron bridge","JLPT JLPT_2","ptqUB=+GwY","cầu sắt"
"手続き","てつづき","procedure, (legal) process, formalities","JLPT JLPT_2",".%i6[1[$q","thủ tục, quy trình (pháp lý), thủ tục"
"鉄砲","てっぽう","gun","JLPT JLPT_2","jPGmB|kdN@","súng"
"テニスコート","テニスコート","tennis court","JLPT JLPT_2","I<8~`/$9/~","sân quần vợt"
"手拭い","てぬぐい","(hand) towel","JLPT JLPT_2","qoag-^~LpA","(tay) khăn lau"
"手前","てまえ","before, this side","JLPT JLPT_2","sUtM,w6Uoy","trước đây, bên này"
"出迎え","でむかえ","meeting, reception","JLPT JLPT_2","ty8z)H=LPz","cuộc họp, lễ tân"
"出迎える","でむかえる","to meet, to greet","JLPT JLPT_2","tO[4D*FC$y","gặp gỡ, chào hỏi"
"照らす","てらす","to shine on, to illuminate","JLPT JLPT_2","NH<(nLZ8$8","để tỏa sáng, để chiếu sáng"
"照る","てる","to shine","JLPT JLPT_2","3op!&nH<3","tỏa sáng"
"展開","てんかい","develop, expansion (opposite of compression)","JLPT JLPT_2","civd_]-_la","phát triển, mở rộng (ngược lại với nén)"
"伝記","でんき","biography, life story","JLPT JLPT_2","gEdK7vzpv5","tiểu sử, chuyện đời"
"電球","でんきゅう","light bulb","JLPT JLPT_2","igr+WFj[j?","bóng đèn"
"点数","てんすう","marks, points, score","JLPT JLPT_2","vc+IbB&=W`","điểm, điểm, điểm"
"伝染","でんせん","contagion","JLPT JLPT_2","i$>Ffzmrg<","sự lây nhiễm"
"電池","でんち","battery","Genki_Ln.15 JLPT_2 JLPT Genki","rtMf<[nw2h","ắc quy"
"電柱","でんちゅう","telephone pole, telegraph pole, light pole","JLPT JLPT_2","gp>z=,YkpX","cột điện thoại, cột điện báo, cột đèn"
"点々","てんてん","here and there, little by little","JLPT JLPT_2","vIj65EZ[j(","đây đó, từng chút một"
"転々","てんてん","from one to another","JLPT JLPT_2","z<l%&cmA@h","từ cái này sang cái khác"
"天皇","てんのう","Emperor of Japan","JLPT JLPT_2","BCTKLS7Bsq","Hoàng đế Nhật Bản"
"電波","でんぱ","electro-magnetic wave","JLPT JLPT_2","cg0Ez+Y@GU","sóng điện từ"
"テンポ","テンポ","tempo","JLPT JLPT_2","Hi]gxBaRU^","nhịp độ"
"電流","でんりゅう","electric current","JLPT JLPT_2","w3QM-(pmFO","dòng điện"
"電力","でんりょく","electric power","JLPT JLPT_2","BkP9bGxxa`","năng lượng điện"
"問い合わせ","といあわせ","inquiry","JLPT JLPT_2","h}t;%K/E(N","cuộc điều tra"
"銅","どう","copper","JLPT JLPT_2","t]G?*GHI@U","đồng"
"同～","どう～","same ~","JLPT JLPT_2","n,@c1nuA~O","giống nhau ~"
"どういたしまして (かん)","どういたしまして (かん)","you are welcome, don't mention it","JLPT JLPT_2","qsFKJD&|L2","không có gì, đừng đề cập đến nó"
"統一","とういつ","unity, consolidation, uniformity","JLPT JLPT_2","Qgn:y`-!#|","sự đoàn kết, sự thống nhất, sự thống nhất"
"同格","どうかく","the same rank, equality, apposition","JLPT JLPT_2","MiJmwE9)Tk","cùng cấp bậc, sự bình đẳng, sự bổ nhiệm"
"峠","とうげ","ridge, (mountain) pass, difficult part","JLPT JLPT_2","N<{B4W~=,!","sườn núi, đèo (núi), đoạn khó khăn"
"統計","とうけい","statistics","JLPT JLPT_2","vX}p`nL9tJ","thống kê"
"動作","どうさ","action, movements, motions","JLPT JLPT_2","dT{x#l3poW","hành động, chuyển động, chuyển động"
"東西","とうざい","East and West, whole country","JLPT JLPT_2","j$kHEw}u=O","Đông và Tây, cả nước"
"当日","とうじつ","appointed day, very day","JLPT JLPT_2","DMRuSTW/kN","ngày đã định, đúng ngày"
"投書","とうしょ","letter to the editor, letter from a reader, contribution","JLPT_2 JLPT Intermediate_Japanese_Ln.15 Intermediate_Japanese","cIf~cB@d=B","thư gửi biên tập viên, thư của độc giả, đóng góp"
"登場","とうじょう","entry (on stage)","JLPT JLPT_2","Ly]{kwvk<^","bước vào (trên sân khấu)"
"どうせ","どうせ","anyhow, in any case, at any rate","JLPT JLPT_2","qUZxLcShyb","dù sao đi nữa, trong mọi trường hợp, ở mức nào"
"灯台","とうだい","lighthouse","JLPT JLPT_2","z?>!uGNDHa","ngọn hải đăng"
"盗難","とうなん","theft, robbery","JLPT JLPT_2","HhHB}s;s98","trộm cắp, cướp"
"当番","とうばん","being on duty","JLPT JLPT_2","t5f^H;G`pb","đang làm nhiệm vụ"
"等分","とうぶん","division into equal parts","JLPT JLPT_2","gvTvgz{bLa","chia thành các phần bằng nhau"
"透明","とうめい","transparency, cleanness","JLPT JLPT_2","P(@#|>UOt0","minh bạch, sạch sẽ"
"灯油","とうゆ","lamp oil, kerosene","JLPT JLPT_2","vZ4oHV;=:a","dầu đèn, dầu hỏa"
"東洋","とうよう","the East, the Orient","JLPT JLPT_2","NL2U4L5P.}","phương Đông, phương Đông"
"童話","どうわ","fairy tale","JLPT JLPT_2","D&Yh:&s%jk","truyện cổ tích"
"通り掛かる","とおりかかる","to happen to pass by","JLPT JLPT_2","luDHt,5Sk,","tình cờ đi ngang qua"
"溶かす","とかす","to melt, to dissolve","JLPT JLPT_2","l;^zOZ_oE|","tan chảy, hòa tan"
"尖る","とがる","to taper to a point, to become sharp","JLPT JLPT_2","e{Pl+,CC6G","thuôn nhọn đến một điểm, trở nên sắc bén"
"どきどき","どきどき","throb, beat (fast)","JLPT JLPT_2","x-PSkMj&q>","đập, đập (nhanh)"
"特殊","とくしゅ","special, unique","JLPT JLPT_2","w^_lcgoHoI","đặc biệt, độc đáo"
"特色","とくしょく","characteristic, feature","JLPT JLPT_2","B-+4Us]g7J","đặc trưng, ​​đặc điểm"
"特定","とくてい","specific, special, particular","JLPT JLPT_2","t|TfJJg|sz","cụ thể, đặc biệt, đặc biệt"
"特売","とくばい","special sale","JLPT JLPT_2","p@T8CIs-/#","giảm giá đặc biệt"
"溶け込む","とけこむ","to melt into; to become a part of","JLPT JLPT_2 Intermediate_Japanese Intermediate_Japanese_Ln.11","x]~8B=uZCs","tan vào; để trở thành một phần của"
"溶ける","とける","(intransitive) to melt, to thaw, to fuse, to dissolve","JLPT JLPT_2","IB`$@F~Yl%","(nội động từ) tan chảy, tan chảy, hòa tan, hòa tan"
"退ける","どける","to dislodge, to put something out of the way","JLPT JLPT_2","l,uqdq*vL$","đánh bật, gạt cái gì đó ra khỏi đường đi"
"床の間","とこのま","alcove","JLPT JLPT_2","DWuzigwd1O","hốc tường"
"所々","ところどころ","here and there, some parts (of something)","JLPT JLPT_2","JBl+zKfWO=","đây đó, một số phần (của cái gì đó)"
"都心","としん","heart (of city)","JLPT JLPT_2","q@;X-KR+6x","trái tim (của thành phố)"
"戸棚","とだな","cupboard, cabinet","JLPT JLPT_2","fA;1NRcg;.","tủ, tủ"
"とっくに","とっくに","long ago, already, a long time ago","JLPT JLPT_2","s1FB+z(/k,","đã lâu rồi, đã lâu lắm rồi"
"どっと","どっと","suddenly","JLPT JLPT_2","l_f3!1:=g.","đột nhiên"
"整う","ととのう","to be prepared, to be in order, to be arranged","JLPT JLPT_2","qFP1)1i}(/","được chuẩn bị, có trật tự, được sắp xếp"
"留まる","とどまる","to be fixed; to abide, to stay (in the one place)","JLPT JLPT_2","f],Vz_=*R]","được cố định; ở lại, ở lại (ở một nơi)"
"怒鳴る","どなる","to shout, to yell","JLPT JLPT_2","PA4d>_N*GM","hét lên, hét lên"
"殿","どの","Mister (mostly in addressing someone on an envelope)","JLPT JLPT_2","G)i@|4rCFu","Mister (chủ yếu là xưng hô với ai đó trên phong bì)"
"飛び込む","とびこむ","to jump in, to leap in, to plunge into","JLPT JLPT_2","m)8^_h=xfZ","nhảy vào, nhảy vào, lao vào"
"留まる","とまる","to be fixed; to abide, to stay (in the one place)","JLPT JLPT_2","lR~zbQY;%4","được cố định; ở lại, ở lại (ở một nơi)"
"泊める","とめる","to give shelter to, to lodge","JLPT JLPT_2","md-bthpDki","cung cấp chỗ ở, chỗ ở"
"ともかく","ともかく","anyhow, at any rate, anyway","JLPT JLPT_2","CwP{EP}I?z","dù sao đi nữa, dù thế nào đi nữa"
"捕える","とらえる","to seize, to capture, to arrest","JLPT JLPT_2","j}2L,caH~b","bắt giữ, tóm lấy, bắt giữ"
"取り入れる","とりいれる","to harvest, to take in, to adopt","JLPT JLPT_2","w2_26oic>]","thu hoạch, tiếp nhận, nhận nuôi"
"取り消す","とりけす","to cancel","JLPT JLPT_2","c++rlW<4bj","hủy bỏ"
"取り出す","とりだす","to take out, to pick out","JLPT JLPT_2","mbHbo^x=YD","lấy ra, chọn ra"
"採る","とる","to adopt (measure, proposal); to pick (fruit)","JLPT JLPT_2","Kwcy6Nu#VV","thông qua (biện pháp, đề nghị); hái (trái cây)"
"捕る","とる","to take, to catch (fish)","JLPT JLPT_2","h-foFU)J+%","bắt, bắt (cá)"
