"expression","reading","meaning","tags","guid","meaning_vi"
"苦","く","trouble, worry, difficulty","JLPT_1 JLPT JLPT_3","rAG1%p4z{~","rắc rối, lo lắng, khó khăn"
"群","ぐん","group","JLPT_1 JLPT JLPT_3","LN,Tx3PlR-","nhóm"
"刑","けい","penalty, sentence, punishment","JLPT_1 JLPT JLPT_3","lZo,b@3#8r","hình phạt, hình phạt, hình phạt"
"経緯","けいい","sequence of events, course","JLPT_1 JLPT JLPT_3","vg;b<1L}X}","chuỗi sự kiện, diễn biến"
"計器","けいき","meter, gauge","JLPT_1 JLPT JLPT_3","D|{=p=rf^U","mét, thước đo"
"契機","けいき","opportunity, chance","JLPT_1 JLPT JLPT_3","K8C9CieJaA","cơ hội, cơ hội"
"携帯","けいたい","carrying something; mobile telephone","JLPT_1 JLPT JLPT_3","IrGZ6yI4>+","mang theo một cái gì đó; điện thoại di động"
"形態","けいたい","form, shape, figure","JLPT_1 JLPT JLPT_3","e/5N$:Z!T-","hình dáng, hình dáng, hình dáng"
"血管","けっかん","blood vessel","JLPT_1 JLPT JLPT_3","QbJ9AEIh9>","mạch máu"
"決行","けっこう","doing (with resolve), carrying out (e.g., a plan)","JLPT_1 JLPT JLPT_3","F-+3sLP~)5","thực hiện (với quyết tâm), thực hiện (ví dụ: một kế hoạch)"
"件","けん","matter, case, item","JLPT_1 JLPT JLPT_3","kQ?0ViPK+4","sự việc, vụ việc, mục"
"減少","げんしょう","decrease, reduction, decline","JLPT_1 JLPT JLPT_3","k4_<}lhTb#","giảm, giảm, suy giảm"
"公演","こうえん","public performance","JLPT_1 JLPT JLPT_3","H?FP7|9MSw","biểu diễn công cộng"
"後悔","こうかい","regret, repentance","JLPT_1 JLPT JLPT_3","Q1e2dQ@sG$","hối tiếc, ăn năn"
"航海","こうかい","sail, voyage","JLPT_1 JLPT JLPT_3","dFa`<B!Rly","đi thuyền, hành trình"
"拘束","こうそく","restriction, restraint","JLPT_1 JLPT JLPT_3","wAH|5]9<;T","hạn chế, hạn chế"
"荒廃","こうはい","ruin","JLPT_1 JLPT JLPT_3","Pi<&-yXN08","sự đổ nát"
"降伏","こうふく","capitulation, surrender, submission","JLPT_1 JLPT JLPT_3","nz>D*v/PPD","sự đầu hàng, sự đầu hàng, sự khuất phục"
"興奮","こうふん","excitement, stimulation","JLPT_1 JLPT JLPT_3","uG+;eVvuCD","sự phấn khích, sự kích thích"
"語句","ごく","words, phrases","JLPT_1 JLPT JLPT_3","IeE<Oj.e6u","từ, cụm từ"
"個々","ここ","individual, one by one","JLPT_1 JLPT JLPT_3","p2d:ics3}r","cá nhân, từng người một"
"故人","こじん","the deceased","JLPT_1 JLPT JLPT_3","i${0Y&niQE","người đã khuất"
"小銭","こぜに","coins, small change","JLPT_1 JLPT JLPT_3","e/(},oiNGD","tiền xu, tiền lẻ"
"ことによると","ことによると","(depending on the circumstances)","JLPT_1 JLPT JLPT_3","B{&~P5e&VY","(tuỳ theo hoàn cảnh)"
"コンテスト","コンテスト","contest","JLPT_1 JLPT JLPT_3","sp5g%^>}gq","cuộc thi"
"採集","さいしゅう","collecting, gathering","JLPT_1 JLPT JLPT_3","Np[aMg9Zl4","thu thập, tập hợp"
"作","さく","a work, a harvest","JLPT_1 JLPT JLPT_3","e0vQj1EM3V","một công việc, một vụ thu hoạch"
"策","さく","plan, policy","JLPT_1 JLPT JLPT_3","m7/9u%VJ!K","kế hoạch, chính sách"
"設備","せつび","equipment, device, facilities","JLPT JLPT_2 JLPT_3","LIo%jKRqQs","thiết bị, dụng cụ, cơ sở vật chất"
"絶滅","ぜつめつ","destruction, extinction","JLPT JLPT_2 JLPT_3","io[YAo{Uu@","sự hủy diệt, sự tuyệt chủng"
"節約","せつやく","economizing, saving","JLPT JLPT_2 JLPT_3","HN*O,b6I.s","tiết kiệm, tiết kiệm"
"攻める","せめる","to attack, to assault","JLPT JLPT_2 JLPT_3","tc4C[W7HwN","tấn công, tấn công"
"責める","せめる","to condemn, to blame, to criticize","JLPT JLPT_2 JLPT_3","h&^&{;rWzw","lên án, đổ lỗi, chỉ trích"
"善","ぜん","good, virtue","JLPT JLPT_2 JLPT_3","I+Wsd9&>8`","tốt, đức hạnh"
"全","ぜん","all, whole, entire","JLPT JLPT_2 JLPT_3","AlSQZeMOe,","tất cả, toàn bộ, toàn bộ"
"全員","ぜんいん","all members","JLPT JLPT_2 JLPT_3","sZoXHnMU/8","tất cả thành viên"
"専攻","せんこう","major subject, special study","JLPT JLPT_2 JLPT_3","ya8a{Dc>vj","môn học chính, môn học đặc biệt"
"全国","ぜんこく","the entire nation, country-wide, nation-wide","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.7","^t`okG[_.","toàn quốc, toàn quốc, toàn quốc"
"洗剤","せんざい","detergent","JLPT JLPT_2 JLPT_3","L<+Y;nNWE2","chất tẩy rửa"
"先日","せんじつ","the other day, a few days ago","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.2","u}70pX97Ud","hôm nọ, cách đây vài ngày"
"前者","ぜんしゃ","the former","JLPT JLPT_2 JLPT_3","PvTkSo0mR<","trước đây"
"選手","せんしゅ","player selected for a team (usually athletic)","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.7","v.;e@CEJx|","cầu thủ được chọn cho một đội (thường là thể thao)"
"全身","ぜんしん","the whole body, full-length (portrait)","JLPT JLPT_2 JLPT_3","pwxE{6M)x(","toàn bộ cơ thể, toàn bộ chiều dài (chân dung)"
"前進","ぜんしん","advance, drive, progress","JLPT JLPT_2 JLPT_3","Bf[eOsL^b6","tiến lên, thúc đẩy, tiến bộ"
"センター","センター","center","JLPT JLPT_2 JLPT_3","CxiSJ@d^~:","trung tâm"
"全体","ぜんたい","whole, entirety, whatever (is the matter)","JLPT JLPT_2 JLPT_3","P>z,++>r(]","toàn bộ, toàn bộ, bất cứ điều gì (là vấn đề)"
"選択","せんたく","selection, choice","JLPT JLPT_2 JLPT_3","k:.P/+fPZu","sự lựa chọn, sự lựa chọn"
"宣伝","せんでん","advertisement, publicity","JLPT JLPT_2 JLPT_3","JC$lTUtjG[","quảng cáo, tuyên truyền"
"象","ぞう","elephant","JLPT Genki_Ln.13 JLPT_3 JLPT_2 Genki","q&<afrju^O","con voi"
"騒音","そうおん","noise","JLPT JLPT_2 JLPT_3","Nq>ZUuvl@9","tiếng ồn"
"増加","ぞうか","increase, addition","JLPT JLPT_2 JLPT_3","LCq]gC<#T)","tăng thêm, bổ sung"
"操作","そうさ","operation, management, processing","JLPT JLPT_2 JLPT_3","mJ]7X>,V`y","vận hành, quản lý, xử lý"
"想像","そうぞう","imagination, guess","JLPT JLPT_2 JLPT_3","k^1Z0>wFtS","tưởng tượng, đoán"
"相続","そうぞく","succession, inheritance","JLPT JLPT_2 JLPT_3","gLl5L9nWQL","sự kế thừa, sự thừa kế"
"装置","そうち","equipment, installation, apparatus","JLPT JLPT_2 JLPT_3","QP$y~p+;R`","thiết bị, lắp đặt, bộ máy"
"相当","そうとう","considerably, fairly; worth ~","JLPT JLPT_2 JLPT_3","X|0~/xXGn","đáng kể, khá; giá trị ~"
"速度","そくど","speed, velocity, rate","JLPT JLPT_2 JLPT_3","H;GE;N$A%]","tốc độ, tốc độ, tốc độ"
"底","そこ","bottom, sole","JLPT JLPT_2 JLPT_3","E!a4:Hc]KR","đáy, đế"
"そこで","そこで","so (conj.), accordingly","JLPT JLPT_2 JLPT_3","Q`8<U+}b2H","vì thế (kết hợp), tương ứng"
"組織","そしき","organization; structure; tissue","JLPT JLPT_2 JLPT_3","zpGgl@h_Va","tổ chức; kết cấu; mô"
"そして","そして","and then","JLPT Genki_Ln.11 JLPT_3 JLPT_2 Genki","HVz1zz!rU*","và sau đó"
"注ぐ","そそぐ","to pour (into)","JLPT JLPT_2 JLPT_3","O|qtLZv)ag","đổ (vào)"
"育つ","そだつ","to be brought up, to grow (up)","JLPT JLPT_2 JLPT_3","DVd%wrkTnE","được nuôi dưỡng, lớn lên (lớn lên)"
"そっくり","そっくり","the splitting image of; entirely","JLPT JLPT_2 JLPT_3","il,5{T<Ci/","hình ảnh tách của; toàn bộ"
"そっと","そっと","softly, gently","JLPT JLPT_2 JLPT_3","dNlkAuY%B;","nhẹ nhàng, nhẹ nhàng"
"袖","そで","sleeve","JLPT JLPT_2 JLPT_3","qAnG-iHgN/","tay áo"
"備える","そなえる","to prepare, to furnish, to store","JLPT JLPT_2 JLPT_3","nSf<nF|Wp=","chuẩn bị, cung cấp, cất giữ"
"具える","そなえる","to be furnished with","JLPT JLPT_2 JLPT_3","HK##7~;{8M","được trang bị"
"そのうえ","そのうえ","in addition, furthermore","JLPT JLPT_2 JLPT_3","g4O`W+&@o;","ngoài ra, hơn nữa"
"そのうち","そのうち","before long, eventually, sooner or later","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.1","PuLL>@8)rT","chẳng bao lâu nữa, cuối cùng, sớm hay muộn"
"そのまま","そのまま","without change, as it is (e.g., now)","JLPT JLPT_2 JLPT_3","Ct<iM4(-qV","không thay đổi, như hiện tại (ví dụ: bây giờ)"
"蕎麦","そば","soba (buckwheat noodles)","JLPT JLPT_2 JLPT_3","Bbh7N0fI`c","soba (mì kiều mạch)"
"ソファー","ソファー","sofa, couch","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.12","z;bE4U6LP3","ghế sofa, đi văng"
"粗末","そまつ","humble, miserable, crude","JLPT JLPT_2 JLPT_3","j6Do>kVF89","khiêm tốn, khốn khổ, thô thiển"
"それぞれ","それぞれ","each, every, respectively","JLPT JLPT_2 JLPT_3","IU/9u{#l]`","mỗi, mỗi, tương ứng"
"それでも","それでも","but (still), and yet, nevertheless","JLPT JLPT_2 JLPT_3","A4Ma6XxBkC","nhưng (vẫn), tuy nhiên, tuy nhiên"
"それと","それと","and","JLPT JLPT_2 JLPT_3","qT%b.lO-Up","Và"
"それとも","それとも","or, or else","JLPT JLPT_2 JLPT_3","FIBH9OiuNP","hoặc, hoặc cách khác"
"揃う","そろう","to become complete, to be equal","JLPT JLPT_2 JLPT_3","eH+q6_0;;H","trở nên hoàn chỉnh, bình đẳng"
"揃える","そろえる","to put things in order, to arrange","JLPT JLPT_2 JLPT_3","Hx^8k,vcgU","sắp xếp mọi việc, sắp xếp"
"損","そん","loss, disadvantage","JLPT JLPT_2 JLPT_3","r5pYyEz*uG","sự mất mát, bất lợi"
"損害","そんがい","damage, loss","JLPT JLPT_2 JLPT_3","KNy-!0Msk~","thiệt hại, mất mát"
"尊敬","そんけい","respect, reverence, honor","JLPT JLPT_2 JLPT_3","nh_pmhy#.q","sự kính trọng, sự tôn kính, danh dự"
"存在","そんざい","existence, being","JLPT JLPT_2 JLPT_3","Ah?vt+0Deq","sự tồn tại, đang"
"尊重","そんちょう","respect, esteem, regard","JLPT JLPT_2 JLPT_3","h?{mP2f_-B","tôn trọng, quý trọng, coi trọng"
"田","た","rice field","JLPT JLPT_2 JLPT_3","w7MwtWnKt,","ruộng lúa"
"他","た","other (esp. places and things)","JLPT JLPT_2 JLPT_3","P;is[6zAC!","khác (đặc biệt là địa điểm và sự vật)"
"対","たい","pair, couple, set","JLPT JLPT_2 JLPT_3","Moj,JFB9!<","cặp, cặp, bộ"
"大","だい","big, great","JLPT JLPT_2 JLPT_3","LwTE(&7K+A","lớn, tuyệt vời"
"題","だい","title, subject, theme","JLPT JLPT_2 JLPT_3","F^XD~^:A@0","tựa đề, chủ đề, chủ đề"
"体育","たいいく","physical education, gymnastics, athletics","JLPT JLPT_2 JLPT_3","CYaFjR7lk/","giáo dục thể chất, thể dục, điền kinh"
"体温","たいおん","temperature (body)","JLPT JLPT_2 JLPT_3","JV$<Rwhu{y","nhiệt độ (cơ thể)"
"大会","たいかい","convention, (big) tournament, mass meeting","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.7","qPbid=y~O&","hội nghị, giải đấu (lớn), cuộc họp đại chúng"
"大気","たいき","atmosphere","JLPT JLPT_2 JLPT_3","Hhm(,tKo;q","bầu không khí"
"代金","だいきん","price, cost","JLPT JLPT_2 JLPT_3","d6Cwm*}ZjB","giá cả, chi phí"
"退屈","たいくつ","tedium, boring","JLPT JLPT_2 JLPT_3","F(8G#=fSzj","tẻ nhạt, nhàm chán"
"滞在","たいざい","stay, sojourn","JLPT JLPT_2 JLPT_3","bk>r|^ok!J","ở lại, tạm trú"
"大使","たいし","ambassador","JLPT JLPT_2 JLPT_3","zN!*9mGhu4","đại sứ"
"大した","たいした","significant, great, considerable","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13","oM^M6iE>L5","đáng kể, lớn lao, đáng kể"
"体重","たいじゅう","(body) weight","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.4","t`1!Oqj**T","(cơ thể) trọng lượng"
"対象","たいしょう","target; object (of worship, study, etc.); subject (i.e., of taxation)","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8","p^#)B+1eX,","mục tiêu; đối tượng (thờ phượng, học tập, v.v.); chủ đề (tức là thuế)"
"対照","たいしょう","contrast, antithesis, comparison","JLPT JLPT_2 JLPT_3","n>fKKV=_7/","tương phản, phản đề, so sánh"
"大臣","だいじん","cabinet minister","JLPT JLPT_2 JLPT_3","Ob3O=(AH>h","bộ trưởng nội các"
"対する","たいする","to face, to confront, to oppose","JLPT JLPT_2 JLPT_3","ybI4-s}gla","đối mặt, đương đầu, đối đầu"
"大戦","たいせん","great war, great battle","JLPT JLPT_2 JLPT_3","f`t4(w295-","trận chiến lớn, trận chiến lớn"
"態度","たいど","attitude, manner","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.3","CRe5#!Zg2","thái độ, cách thức"
"大統領","だいとうりょう","president","JLPT JLPT_2 JLPT_3","mQ?{N?L_2<","chủ tịch"
"大半","たいはん","most of, majority, mostly","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13","L@eG[f#yFA","hầu hết, đa số, hầu hết"
"代表","だいひょう","representative, delegation","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.7","[cqqR!>%Z","đại diện, phái đoàn"
"大部分","だいぶぶん","most part, majority","JLPT JLPT_2 JLPT_3","xCOUr6=j:7","phần lớn, đa số"
"タイプライター","タイプライター","typewriter","JLPT JLPT_2 JLPT_3","wfroZ+;inq","máy đánh chữ"
"逮捕","たいほ","arrest, apprehension, capture","JLPT JLPT_2 JLPT_3","mP*P.Zr^,5","bắt giữ, bắt giữ, bắt giữ"
"題名","だいめい","title","JLPT JLPT_2 JLPT_3","x5M%%Ua514","tiêu đề"
"ダイヤ","ダイヤ","(railway) schedule; diamond","JLPT JLPT_2 JLPT_3","u65Ybwgo>d","(đường sắt) lịch trình; kim cương"
"太陽","たいよう","sun","JLPT JLPT_2 JLPT_3","Ods5M>&o#p","mặt trời"
"平ら","たいら","flatness, level, smooth","JLPT JLPT_2 JLPT_3","CCHa|.m;y*","sự bằng phẳng, sự bằng phẳng, mịn màng"
"代理","だいり","representation, proxy, deputy","JLPT JLPT_2 JLPT_3","`LJ^*Zc6.","người đại diện, người đại diện, người đại diện"
"大陸","たいりく","continent","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8","j9v8D@q,-`","lục địa"
"倒す","たおす","to throw down, to beat","JLPT JLPT_2 JLPT_3","O)2K@u<S75","ném xuống, đánh đập"
"タオル","タオル","(hand) towel","JLPT Genki_Ln.18 JLPT_3 JLPT_2 Genki","wEC@Qp%tX#","(tay) khăn lau"
"だが","だが","but, however","JLPT JLPT_2 JLPT_3","yVQqFsidK:","nhưng, tuy nhiên"
"互い","たがい","mutual, each other","JLPT JLPT_2 JLPT_3","A/w*RxK,aS","lẫn nhau, lẫn nhau"
"高める","たかめる","to raise, to lift, to boost","JLPT JLPT_2 JLPT_3","k95gRhn5$b","nâng lên, nâng lên, tăng cường"
"宝","たから","treasure","JLPT JLPT_2 JLPT_3","Ms,V*:XqhK","kho báu"
"宅","たく","house, home","JLPT JLPT_2 JLPT_3","NDCW+QVEo*","nhà, nhà"
"炊く","たく","to boil, to cook","JLPT JLPT_2 JLPT_3","nMc=w-?iw5","đun sôi, nấu"
"焚く","たく","to burn, to kindle, to build a fire","JLPT JLPT_2 JLPT_3","Dg<UbH>Qcm","đốt, nhóm lên, nhóm lửa"
"抱く","だく","to embrace, to hug","JLPT JLPT_2 JLPT_3","KKtZ{u;?<t","ôm, ôm"
"だけど","だけど","however","JLPT JLPT_2 JLPT_3","B]!P5f2EJ8","Tuy nhiên"
"たしか","たしか","certain, sure, if I remember correctly","JLPT JLPT_2 JLPT_3","Ai@Savd_m@","chắc chắn, chắc chắn, nếu tôi nhớ chính xác"
"確かめる","たしかめる","to ascertain, to make sure","JLPT JLPT_2 JLPT_3","zRU$$MH{a;","để xác định, để chắc chắn"
"多少","たしょう","a little (same as 少し (すこし))","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13","Lr;d$E?/U|","một chút (giống như 少し (すこし))"
"助かる","たすかる","to be saved; (something) helps (v.i.)","JLPT Intermediate_Japanese Genki_Ln.18 JLPT_3 JLPT_2 Intermediate_Japanese_Ln.4 Genki","xVSsgH{D[a","được cứu; (cái gì đó) giúp đỡ (v.i.)"
"助ける","たすける","to help (v.t.), to save, to rescue","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Genki Genki_Ln.22 Intermediate_Japanese_Ln.3","l/GW}?_@LC","giúp đỡ (v.t.), cứu, giải cứu"
"ただ","ただ","free of charge; just (~); only (~)","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.9 Genki_Ln.23 Genki","FnqECB)M9z","miễn phí; chỉ (~); chỉ (~)"
"只","ただ","free of charge, mere, only","JLPT JLPT_2 JLPT_3","t3-MU5x.ml","miễn phí, chỉ, chỉ"
"唯","ただ","mere, sole, plain","JLPT JLPT_2 JLPT_3","F%qA~M)1]b","chỉ, duy nhất, đơn giản"
"戦い","たたかい","battle, fight","JLPT JLPT_2 JLPT_3","q9<05fFYz","trận chiến, chiến đấu"
"戦う","たたかう","to fight, to compete, to battle","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.7","Bby>Z<O$Cf","để chiến đấu, để cạnh tranh, để chiến đấu"
"叩く","たたく","to strike, to beat","JLPT JLPT_2 JLPT_3","qn)FIw6-x/","tấn công, đánh bại"
"直ちに","ただちに","at once, immediately","JLPT JLPT_2 JLPT_3","K6vcg?:lAW","ngay lập tức, ngay lập tức"
"畳む","たたむ","to fold (clothes)","JLPT JLPT_2 JLPT_3","rkct5mr//(","gấp (quần áo)"
"立ち上がる","たちあがる","to stand up","JLPT JLPT_2 JLPT_3","HlZc:`g<19","đứng lên"
"立場","たちば","standpoint, position, situation","JLPT JLPT_2 JLPT_3","m+%3thjJjg","quan điểm, lập trường, tình huống"
"建つ","たつ","to stand; to be built (v.i.), to erect, to be erected","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10","n<i_4fThiw","đứng; được xây dựng (v.i.), dựng lên, được dựng lên"
"経つ","たつ","(time) passes","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.4","r,N`cWnW^X","(thời gian) trôi qua"
"達する","たっする","to reach, to get to","JLPT JLPT_2 JLPT_3","wK1Ias[)#c","để đạt được, để đạt được"
"唯","たった","only, just","JLPT JLPT_2 JLPT_3","uOH:v;n@##","chỉ, chỉ"
"だって","だって","but, because, even","JLPT JLPT_2 JLPT_3","EX/P_yzE.A","nhưng, bởi vì, ngay cả"
"たっぷり","たっぷり","full, in plenty, ample","JLPT JLPT_2 JLPT_3","m+yv?z5be0","đầy đủ, dồi dào, dồi dào"
"たとえ","たとえ","even if, no matter, though","JLPT JLPT_2 JLPT_3","hFX[Llvj7<","ngay cả khi, không vấn đề gì, mặc dù"
"谷","たに","valley","JLPT JLPT_2 JLPT_3","hcMe_RS(U*","thung lũng"
"他人","たにん","unrelated person, stranger","JLPT JLPT_2 JLPT_3","hCa*aP>NLK","người không liên quan, người lạ"
"種","たね","seed; material; cause","JLPT JLPT_2 JLPT_3","q$QKyzwhUV","hạt giống; vật liệu; gây ra"
"束","たば","bunch, bundle","JLPT JLPT_2 JLPT_3","HpG5d&jd4^","bó, bó"
"足袋","たび","Japanese socks (with split toe)","JLPT JLPT_2 JLPT_3","bhqtwW<taj","Tất Nhật Bản (có xẻ mũi)"
"度","たび","counter for occurrences","JLPT JLPT_2 JLPT_3","c~q$.~Py-+","bộ đếm sự xuất hiện"
"旅","たび","travel, trip, journey","JLPT JLPT_2 JLPT_3","AP3&ju<[do","du lịch, chuyến đi, cuộc hành trình"
"たびたび","たびたび","often, repeatedly, frequently","JLPT JLPT_2 JLPT_3","N_zxk]NfeP","thường xuyên, nhiều lần, thường xuyên"
"玉","たま","ball, sphere, coin","JLPT JLPT_2 JLPT_3","kel|c(YKw~","quả bóng, quả cầu, đồng xu"
"球","たま","globe, sphere, ball","JLPT JLPT_2 JLPT_3","IL5}@,L(HU","quả địa cầu, quả cầu, quả bóng"
"弾","たま","bullet, shot","JLPT JLPT_2 JLPT_3","t`CC/|.iog","viên đạn, phát bắn"
"偶","たま","even number, couple, friend","JLPT JLPT_2 JLPT_3","H%.6|y[Mxx","số chẵn, cặp đôi, bạn bè"
"騙す","だます","to trick, to cheat, to deceive","JLPT JLPT_2 JLPT_3","Lk)a>8:jDg","lừa gạt, lừa gạt, lừa dối"
"偶々","たまたま","unexpectedly, accidentally, by chance","JLPT JLPT_2 JLPT_3","JUx|gK)1.9","bất ngờ, tình cờ, tình cờ"
"たまらない","たまらない","intolerable, unbearable, unendurable","JLPT JLPT_2 JLPT_3","l`8q_oGHnv","không thể chịu đựng được, không thể chịu nổi, không thể chịu nổi"
