Unnamed: 0,word,type,cefr,phon_br,phon_n_am,definition,example,uk,us,meaning_vi
3498,nine,number,a1,/naɪn/,/naɪn/,9,There are only nine of these rare animals left.,nine_uk.mp3,nine_us.mp3,chín
3499,nineteen,number,a1,/ˌnaɪnˈtiːn/,/ˌnaɪnˈtiːn/,,,nineteen_uk.mp3,nineteen_us.mp3,mười chín (số)
3500,ninety,number,a1,/ˈnaɪnti/,/ˈnaɪnti/,90,The temperature must be in the nineties today.,ninety_uk.mp3,ninety_us.mp3,chín mươi
3501,no,determiner,a1,/nəʊ/,/nəʊ/,not one; not any; not a,No student is to leave the room.,no_uk.mp3,no_us.mp3,không
3502,no,exclamation,a1,/nəʊ/,/nəʊ/,used to give a negative reply or statement,Just say yes or no.,no_uk.mp3,no_us.mp3,no
3503,no one,pronoun,a1,/ˈnəʊ wʌn/,/ˈnəʊ wʌn/,not anyone; no person,No one was at home.,no one_uk.mp3,no one_us.mp3,không có ai
3504,noble,adjective,c1,/ˈnəʊbl/,/ˈnəʊbl/,"having or showing fine personal qualities that people admire, such as courage, honesty and care for others",a noble leader,noble_uk.mp3,noble_us.mp3,cao quý
3505,nobody,pronoun,a1,/ˈnəʊbədi/,/ˈnəʊbədi/,not anyone; no person,Nobody knew what to say.,nobody_uk.mp3,nobody_us.mp3,không ai
3506,nod,verb,c1,/nɒd/,/nɑːd/,"if you nod, nod your head or your head nods, you move your head up and down to show agreement, understanding, etc.",I asked him if he would help me and he nodded.,nod_uk.mp3,nod_us.mp3,gật đầu
3507,noise,noun,a2,/nɔɪz/,/nɔɪz/,"a sound, especially when it is loud, unpleasant or frightening",There was a rattling noise coming from the back of the car.,noise_uk.mp3,noise_us.mp3,tiếng ồn
3508,noisy,adjective,a2,/ˈnɔɪzi/,/ˈnɔɪzi/,making a lot of noise,noisy children/traffic/crowds,noisy_uk.mp3,noisy_us.mp3,ồn ào
3509,nominate,verb,c1,/ˈnɒmɪneɪt/,/ˈnɑːmɪneɪt/,"to formally suggest that somebody/something should be chosen for an important role, prize, position, etc.","nominate somebody/something (for something), She has been nominated for the presidency.",nominate_uk.mp3,nominate_us.mp3,đề cử
3510,nomination,noun,c1,/ˌnɒmɪˈneɪʃn/,/ˌnɑːmɪˈneɪʃn/,"the act of suggesting or choosing somebody as a candidate in an election, or for a job or an award; the fact of being suggested for this",Membership of the club is by nomination only.,nomination_uk.mp3,nomination_us.mp3,đề cử
3511,nominee,noun,c1,/ˌnɒmɪˈniː/,/ˌnɑːmɪˈniː/,"a person who has been formally suggested for a job, a prize, etc.",He was chosen as the party's presidential nominee.,nominee_uk.mp3,nominee_us.mp3,người được đề cử
3512,non-profit,adjective,c1,/ˌnɒn ˈprɒfɪt/,/ˌnɑːn ˈprɑːfɪt/,without the aim of making a profit,an independent non-profit organization,non-profit_uk.mp3,non-profit_us.mp3,phi lợi nhuận
3513,none,pronoun,a2,/nʌn/,/nʌn/,not one of a group of people or things; not any,None of these pens works/work.,none_uk.mp3,none_us.mp3,không
3514,nonetheless,adverb,c1,/ˌnʌnðəˈles/,/ˌnʌnðəˈles/,despite this fact,"The book is too long but, nonetheless, informative and entertaining.",nonetheless_uk.mp3,nonetheless_us.mp3,tuy nhiên
3515,nonsense,noun,c1,/ˈnɒnsns/,/ˈnɑːnsens/,"ideas, statements or beliefs that you think are silly or not true",Reports that he has resigned are nonsense.,nonsense_uk.mp3,nonsense_us.mp3,vô nghĩa
3516,noon,noun,c1,/nuːn/,/nuːn/,12 o’clock in the middle of the day,We should be there by noon.,noon_uk.mp3,noon_us.mp3,trưa
3517,nor,adverb,b1,/nɔː(r)/,/nɔːr/,and not,She seemed neither surprised nor worried.,nor_uk.mp3,nor_us.mp3,cũng không
3518,nor,conjunction,b1,/nɔː(r)/,/nɔːr/,and not,She seemed neither surprised nor worried.,nor_uk.mp3,nor_us.mp3,cũng không
3519,norm,noun,b2,/nɔːm/,/nɔːrm/,a situation or a pattern of behaviour that is usual or expected,The new design is a departure from the norm.,norm_uk.mp3,norm_us.mp3,chuẩn mực
3520,normal,adjective,a2,/ˈnɔːml/,/ˈnɔːrml/,"typical, usual or ordinary; what you would expect",quite/perfectly (= completely) normal,normal_uk.mp3,normal_us.mp3,bình thường
3521,normal,noun,b1,/ˈnɔːml/,/ˈnɔːrml/,"the usual or average state, level or standard","above/below normal, The rainfall has been above normal for the time of year.",normal_uk.mp3,normal_us.mp3,bình thường
3522,normally,adverb,a2,/ˈnɔːməli/,/ˈnɔːrməli/,usually; in normal circumstances,I would never normally discuss this.,normally_uk.mp3,normally_us.mp3,bình thường
3523,north,adjective,a1,/nɔːθ/,/nɔːrθ/,in or towards the north,North London,north_uk.mp3,north_us.mp3,phía bắc
3524,north,adverb,a1,/nɔːθ/,/nɔːrθ/,towards the north,The house faces north.,north_uk.mp3,north_us.mp3,bắc
3525,north,noun,a1,/nɔːθ/,/nɔːrθ/,the direction that is on your left when you watch the sun rise; one of the four main points of the compass,Which way is north?,north_uk.mp3,north_us.mp3,hướng bắc
3526,northern,adjective,b1,/ˈnɔːðən/,/ˈnɔːrðərn/,located in the north or facing north; connected with or typical of the north part of the world or a region,the northern slopes of the mountains,northern_uk.mp3,northern_us.mp3,phía bắc
3527,nose,noun,a1,/nəʊz/,/nəʊz/,"the part of the face that sticks out above the mouth, used for breathing and smelling things",She had dark eyes and a long narrow nose.,nose_uk.mp3,nose_us.mp3,mũi
3528,not,adverb,a1,/nɒt/,/nɑːt/,"used with be, do or have to form the negative of verbs; used to form the negative of modal verbs like can or must",She did not/didn’t see him.,not_uk.mp3,not_us.mp3,not
3529,notable,adjective,c1,/ˈnəʊtəbl/,/ˈnəʊtəbl/,deserving to be noticed or to receive attention; important,a notable success/achievement/example,notable_uk.mp3,notable_us.mp3,đáng chú ý
3530,notably,adverb,c1,/ˈnəʊtəbli/,/ˈnəʊtəbli/,used for giving a good or the most important example of something,"The house had many drawbacks, most notably its price.",notably_uk.mp3,notably_us.mp3,đáng chú ý
3531,note,noun,a1,/nəʊt/,/nəʊt/,a short piece of writing to help you remember something,Please make a note of the dates.,note_uk.mp3,note_us.mp3,lưu ý
3532,note,verb,b1,/nəʊt/,/nəʊt/,to notice or pay careful attention to something,"note something, Note the fine early Baroque altar inside the chapel.",note_uk.mp3,note_us.mp3,lưu ý
3533,notebook,noun,b2,/ˈnəʊtbʊk/,/ˈnəʊtbʊk/,a small book of plain paper for writing notes in,The police officer wrote the details down in his notebook.,notebook_uk.mp3,notebook_us.mp3,notebook
3534,nothing,pronoun,a1,/ˈnʌθɪŋ/,/ˈnʌθɪŋ/,not anything; no single thing,There was nothing in her bag.,nothing_uk.mp3,nothing_us.mp3,không có gì
3535,notice,noun,a2,/ˈnəʊtɪs/,/ˈnəʊtɪs/,"a sheet of paper giving written or printed information, usually put in a public place",There was a notice on the board saying the class had been cancelled.,notice_uk.mp3,notice_us.mp3,thông báo
3536,notice,verb,a2,/ˈnəʊtɪs/,/ˈnəʊtɪs/,to see or hear somebody/something; to become aware of somebody/something,People were making fun of him but he didn't seem to notice.,notice_uk.mp3,notice_us.mp3,thông báo
3537,notify,verb,c1,/ˈnəʊtɪfaɪ/,/ˈnəʊtɪfaɪ/,to formally or officially tell somebody about something,"notify somebody, Competition winners will be notified by post.",notify_uk.mp3,notify_us.mp3,thông báo
3538,notion,noun,b2,/ˈnəʊʃn/,/ˈnəʊʃn/,"an idea, a belief or an understanding of something","notion of something, a political system based on the notions of equality and liberty",notion_uk.mp3,notion_us.mp3,khái niệm
3539,notorious,adjective,c1,/nəʊˈtɔːriəs/,/nəʊˈtɔːriəs/,well known for being bad,a notorious criminal,notorious_uk.mp3,notorious_us.mp3,khét tiếng
3540,novel,adjective,c1,/ˈnɒvl/,/ˈnɑːvl/,"different from anything known before; new, interesting and often seeming slightly strange",a novel feature,novel_uk.mp3,novel_us.mp3,tiểu thuyết
3541,novel,noun,a2,/ˈnɒvl/,/ˈnɑːvl/,"a story long enough to fill a complete book, in which the characters and events are usually imaginary",to write/publish/read a novel,novel_uk.mp3,novel_us.mp3,tiểu thuyết
3542,novelist,noun,b2,/ˈnɒvəlɪst/,/ˈnɑːvəlɪst/,a person who writes novels,a romantic/historical novelist,novelist_uk.mp3,novelist_us.mp3,tiểu thuyết gia
3543,November,noun,a1,/nəʊˈvembə(r)/,/nəʊˈvembər/,"the 11th month of the year, between October and December",She was born in November.,November_uk.mp3,November_us.mp3,Tháng 11
3544,now,adverb,a1,/naʊ/,/naʊ/,(at) the present time,Where are you living now?,now_uk.mp3,now_us.mp3,bây giờ
3545,now,conjunction,b1,/naʊ/,/naʊ/,because the thing mentioned is happening or has just happened,Now that the kids have left home we've got a lot of extra space.,now_uk.mp3,now_us.mp3,bây giờ
3546,nowadays,adverb,b2,/ˈnaʊədeɪz/,/ˈnaʊədeɪz/,"at the present time, in contrast with the past",Nowadays most kids prefer going online to reading books.,nowadays_uk.mp3,nowadays_us.mp3,ngày nay
3547,nowhere,adverb,a2,/ˈnəʊweə(r)/,/ˈnəʊwer/,not in or to any place,"I had nowhere to live, so I was sleeping on my sister's couch.",nowhere_uk.mp3,nowhere_us.mp3,hư không
3548,nuclear,adjective,b1,/ˈnjuːkliə(r)/,/ˈnuːkliər/,"using, producing or resulting from nuclear energy",a nuclear power plant/station,nuclear_uk.mp3,nuclear_us.mp3,hạt nhân
3549,number,noun,a1,/ˈnʌmbə(r)/,/ˈnʌmbər/,a word or symbol that represents an amount or a quantity,Think of a number and multiply it by two.,number_uk.mp3,number_us.mp3,số
3550,number,verb,a2,/ˈnʌmbə(r)/,/ˈnʌmbər/,to give a number to something as part of a series or list,"number something, All the seats in the stadium are numbered.",number_uk.mp3,number_us.mp3,số
3551,numerous,adjective,b2,/ˈnjuːmərəs/,/ˈnuːmərəs/,existing in large numbers ,He has been late on numerous occasions.,numerous_uk.mp3,numerous_us.mp3,nhiều
3552,nurse,noun,a1,/nɜːs/,/nɜːrs/,"a person whose job is to take care of sick or injured people, usually in a hospital",a registered nurse,nurse_uk.mp3,nurse_us.mp3,y tá
3553,nursery,noun,c1,/ˈnɜːsəri/,/ˈnɜːrsəri/,a place where young children are cared for while their parents are at work; a day nursery or nursery school,"at nursery, Her youngest child is at nursery now.",nursery_uk.mp3,nursery_us.mp3,nhà trẻ
3554,nursing,noun,b2,/ˈnɜːsɪŋ/,/ˈnɜːrsɪŋ/,the job or skill of caring for people who are sick or injured,a career in nursing,nursing_uk.mp3,nursing_us.mp3,điều dưỡng
3555,nut,noun,a2,/nʌt/,/nʌt/,a small hard fruit with a very hard shell that grows on some trees,to crack a nut (= open it),nut_uk.mp3,nut_us.mp3,hạt
3556,nutrition,noun,b2,/njuˈtrɪʃn/,/nuˈtrɪʃn/,the process by which living things receive the food necessary for them to grow and be healthy,advice on diet and nutrition,nutrition_uk.mp3,nutrition_us.mp3,dinh dưỡng
3557,o'clock,adverb,a1,/əˈklɒk/,/əˈklɑːk/,"used with the numbers 1 to 12 when telling the time, to mean an exact hour",He left between five and six o'clock.,o'clock_uk.mp3,o'clock_us.mp3,o'clock
3558,obesity,noun,b2,/əʊˈbiːsəti/,/əʊˈbiːsəti/,"the quality or fact of being very fat, in a way that is not healthy",Obesity can increase the risk of heart disease.,obesity_uk.mp3,obesity_us.mp3,béo phì
3559,obey,verb,b2,/əˈbeɪ/,/əˈbeɪ/,to do what you are told or expected to do,"obey something, to obey a command/an order/rules/the law",obey_uk.mp3,obey_us.mp3,tuân theo
3560,object,noun,a1,/ˈɒbdʒɪkt/,/ˈɑːbdʒɪkt/,"a thing that can be seen and touched, but is not alive",everyday objects such as cups and saucers,object_uk.mp3,object_us.mp3,object
3561,object,verb,b2,/əbˈdʒekt/,/əbˈdʒekt/,to say that you disagree with or oppose something,"If nobody objects, we'll postpone the meeting till next week.",object_uk.mp3,object_us.mp3,đối tượng
3562,objection,noun,c1,/əbˈdʒekʃn/,/əbˈdʒekʃn/,a reason why you do not like or are opposed to something; a statement about this,"I'd like to come too, if you have no objection.",objection_uk.mp3,objection_us.mp3,phản đối
3563,objective,adjective,b2,/əbˈdʒektɪv/,/əbˈdʒektɪv/,not influenced by personal feelings or opinions; considering only facts,an objective assessment of the situation,objective_uk.mp3,objective_us.mp3,khách quan
3564,objective,noun,b2,/əbˈdʒektɪv/,/əbˈdʒektɪv/,something that you are trying to achieve,the primary/principal/key objective,objective_uk.mp3,objective_us.mp3,mục tiêu
3565,obligation,noun,b2,/ˌɒblɪˈɡeɪʃn/,/ˌɑːblɪˈɡeɪʃn/,"the state of being forced to do something because it is your duty, or because of a law, etc.","obligation to do something, You are under no obligation to buy anything.",obligation_uk.mp3,obligation_us.mp3,nghĩa vụ
3566,oblige,verb,c1,/əˈblaɪdʒ/,/əˈblaɪdʒ/,"to force somebody to do something, by law, because it is a duty, etc.",Parents are obliged by law to send their children to school.,oblige_uk.mp3,oblige_us.mp3,bắt buộc
3567,observation,noun,b2,/ˌɒbzəˈveɪʃn/,/ˌɑːbzərˈveɪʃn/,"the act of watching somebody/something carefully for a period of time, especially to learn something",Most information was collected by direct observation of the animals' behaviour.,observation_uk.mp3,observation_us.mp3,quan sát
3568,observe,verb,b2,/əbˈzɜːv/,/əbˈzɜːrv/,to see or notice somebody/something,"observe somebody/something, Have you observed any changes lately?",observe_uk.mp3,observe_us.mp3,quan sát
3569,observer,noun,b2,/əbˈzɜːvə(r)/,/əbˈzɜːrvər/,a person who watches somebody/something,"According to observers, the plane exploded shortly after take-off.",observer_uk.mp3,observer_us.mp3,người quan sát
3570,obsess,verb,c1,/əbˈses/,/əbˈses/,"to completely fill your mind so that you cannot think of anything else, in a way that is not reasonable or normal","be obsessed by somebody/something, He's obsessed by computers.",obsess_uk.mp3,obsess_us.mp3,ám ảnh
3571,obsession,noun,c1,/əbˈseʃn/,/əbˈseʃn/,the state in which a person’s mind is completely filled with thoughts of one particular thing or person in a way that is not reasonable or normal,Her fear of flying is bordering on obsession.,obsession_uk.mp3,obsession_us.mp3,nỗi ám ảnh
3572,obstacle,noun,b2,/ˈɒbstəkl/,/ˈɑːbstəkl/,"a situation, an event, etc. that makes it difficult for you to do or achieve something","So far, we have managed to overcome all the obstacles that have been placed in our path.",obstacle_uk.mp3,obstacle_us.mp3,trở ngại
3573,obtain,verb,b2,/əbˈteɪn/,/əbˈteɪn/,"to get something, especially by making an effort",to obtain information/data/results,obtain_uk.mp3,obtain_us.mp3,có được
3574,obvious,adjective,b1,/ˈɒbviəs/,/ˈɑːbviəs/,easy to see or understand,I know you don't like her but try not to make it so obvious.,obvious_uk.mp3,obvious_us.mp3,rõ ràng
3575,obviously,adverb,b1,/ˈɒbviəsli/,/ˈɑːbviəsli/,used when giving information that you expect other people to know already or agree with,"Obviously, we don't want to spend too much money.",obviously_uk.mp3,obviously_us.mp3,rõ ràng
3576,occasion,noun,b1,/əˈkeɪʒn/,/əˈkeɪʒn/,a particular time when something happens,"on an occasion, on this/that occasion",occasion_uk.mp3,occasion_us.mp3,dịp
3577,occasional,adjective,c1,/əˈkeɪʒənl/,/əˈkeɪʒənl/,happening or done sometimes but not often,He works for us on an occasional basis.,occasional_uk.mp3,occasional_us.mp3,thỉnh thoảng
3578,occasionally,adverb,b2,/əˈkeɪʒnəli/,/əˈkeɪʒnəli/,sometimes but not often,We occasionally meet for a drink after work.,occasionally_uk.mp3,occasionally_us.mp3,thỉnh thoảng
3579,occupation,noun,b2,/ˌɒkjuˈpeɪʃn/,/ˌɑːkjuˈpeɪʃn/,a job or profession,"Please state your name, age and occupation below.",occupation_uk.mp3,occupation_us.mp3,nghề nghiệp
