rank,word,part_of_speech,hanja,explanation,nikl_level,topik_level,meaning_vi
,십상02,명사,,십상 알맞다,중급,,thích hợp cho mười
,십상02,부사,,십상 알맞다,중급,,thích hợp cho mười
1410.0,십이월,명사,十二月,달(월),초급,A,tháng (tháng)
2099.0,십일월,명사,十一月,달(월),초급,A,tháng (tháng)
8830.0,싱겁다,형용사,,맛이,초급,B,nếm
4137.0,싱싱하다,형용사,,야채가,중급,C,Rau
92.0,싶다,보조 용언,,,,A,
5641.0,싶어지다,보조 용언,,,,C,
7292.0,싸구려,명사,,싸구려 화장품,중급,C,mỹ phẩm giá rẻ
2100.0,싸다01,동사,,보자기에 ~; 짐을,초급,B,Trong vải gói ~; chúng ta
,싸다02,동사,,오줌을,중급,,đi tiểu
2240.0,싸다05,형용사,,가격이; 집값이 ~,초급,A,giá; Giá nhà ~
1007.0,싸우다,동사,,친구와,초급,A,với bạn bè
1384.0,싸움,명사,,이 나다,중급,B,Đây là tôi
,싸이다01,동사,,보자기에,중급,,vải gói
9233.0,싹02,부사,,,,C,
8146.0,싼값,명사,,에 팔다,중급,C,bán cho
695.0,쌀,명사,,보리,초급,B,lúa mạch
,쌀쌀하다,형용사,,날씨가,초급,,thời tiết
5778.0,쌍02,명사,雙,쌍으로 묶다,중급,C,buộc theo cặp
5031.0,쌍둥이,명사,雙-,를 키우다,중급,C,nâng lên
1521.0,쌓다,동사,,물건을,초급,B,chất liệu
1411.0,쌓이다,동사,,책들이,중급,B,sách
5944.0,썩01,부사,,썩 잘한다,중급,C,Rất tốt
2901.0,썩다,동사,,고기가,중급,B,thịt
1098.0,썰다01,동사,,오이를,초급,B,quả dưa chuột
5779.0,썰렁하다,형용사,,날씨가,중급,C,thời tiết
2418.0,쏘다01,동사,,총을,중급,B,súng
2344.0,쏟다,동사,,기름을,중급,B,dầu
1895.0,쏟아지다,동사,,물이,중급,B,Nước
,쐬다01,동사,,바람을,중급,,gió
,쑤시다01,동사,,몸이,중급,,thân hình
,쑥스럽다,형용사,,표정이,중급,,biểu hiện
,쓰기,명사,,쓰기 평가,중급,,đánh giá bằng văn bản
169.0,쓰다01,동사,,글씨를 ~; 글자를,초급,A,Bài viết là ~; chữ cái
1795.0,쓰다02,동사,,모자를 ~,초급,A,Mũ ~
175.0,쓰다03,동사,,약을 ~; 컴퓨터를,초급,A,Về ~; máy tính
10658.0,쓰다06,형용사,,나물이 ~; 맛이,초급,B,Thảo dược ~; nếm
5244.0,쓰다듬다,동사,,머리를,중급,C,cái đầu
2576.0,쓰러지다,동사,,나무가,중급,C,cái cây
1046.0,쓰레기,명사,,를 줍다,초급,A,nhặt lên
7835.0,쓰레기통,명사,-桶,을 버리다,초급,B,vứt đi
7571.0,쓰이다01,동사,,글이 ~; 칠판에,중급,B,Bài viết là ~; trên bảng đen
1359.0,쓰이다03,동사,,농사에 기계가 ~; 저울이,중급,C,Máy móc trong nông nghiệp ~; quy mô
9675.0,쓴맛,명사,,이 나다,중급,C,Đây là tôi
4443.0,쓸다02,동사,,낙엽을; 마당을 ~,중급,C,lá rụng; Sân ~
7057.0,쓸데없다,형용사,,물건이,중급,C,điều đó
8832.0,쓸데없이,부사,,쓸데없이 돈을 쓰다,중급,C,tiêu tiền một cách không cần thiết
4289.0,쓸쓸하다,형용사,,마음이,중급,C,trái tim
5642.0,씌우다01,동사,,아이에게 모자를 ~,중급,C,Hãy đội mũ cho con bạn~
3361.0,씨01,명사,,~를 심다; 를 뿌리다,중급,B,để trồng; gieo hạt
37.0,씨07,의존명사,氏,마이클 씨,초급,A,Ông Michael
5374.0,씨름,명사,,씨름 경기,중급,B,trận đấu vật
6096.0,씨앗,명사,,을 뿌리다,중급,C,gieo hạt
,-씩03,접사,,조금씩,중급,,từng chút một
6272.0,씩씩하다02,형용사,,씩씩한 사람,중급,B,một người dũng cảm
2968.0,씹다01,동사,,껌을,초급,B,nhai kẹo cao su
9238.0,씻기다01,동사,,비에 ~,중급,C,Trong mưa~
10138.0,씻기다02,동사,,아이를 ~,중급,C,Một đứa trẻ~
947.0,씻다,동사,,손을,초급,A,bàn tay
297.0,아02,감탄사,,"아, 그래요?",초급,A,Ồ vậy ư?
,아가01,명사,,가 울다,중급,,khóc
2474.0,아가씨,명사,,아줌마,초급,B,dì
615.0,아기01,명사,,가 울다,초급,A,khóc
4356.0,아까,명사,,아까 먹다,초급,B,đã ăn trước đó
1363.0,아까,부사,,아까 먹다,초급,B,đã ăn trước đó
3695.0,아깝다,형용사,,돈이,중급,C,tiền bạc
1884.0,아끼다,동사,,돈을,중급,C,tiền bạc
913.0,아나운서,명사,,announcer; 직업,초급,B,phát thanh viên; công việc
408.0,아내01,명사,,남편,초급,A,chồng
3538.0,아냐,감탄사,,아냐. 괜찮아,중급,C,KHÔNG. bạn ổn chứ?
7058.0,아뇨01,감탄사,,,,B,
817.0,아니01,부사,,,,A,
765.0,아니02,감탄사,,대답,초급,B,trả lời
16.0,아니다,형용사,,−,초급,A,
4918.0,아니야,감탄사,,,,B,
2447.0,아니요,감탄사,,대답,초급,A,trả lời
1845.0,아니하다,보조 용언,,,,C,
,아동02,명사,,의 성장,중급,,sự tăng trưởng của
24058.0,아드님,명사,,첫째 아드님,중급,C,con trai đầu lòng
295.0,아들,명사,,을 낳다,초급,A,sinh con
453.0,아래01,명사,,위치,초급,A,vị trí
7059.0,아래쪽,명사,,방향,초급,B,phương hướng
11936.0,아래층,명사,-層,으로 내려가다,중급,B,đi xuống
7836.0,아랫사람,명사,,의 도리,중급,C,nhiệm vụ của
,아랫집,명사,,에 내려가다,중급,,đi xuống
4712.0,아르바이트,명사,,&독Arbeit; 를 구하다,초급,C,&Chất độcArbeit; cứu
332.0,아름답다,형용사,,모습이,초급,A,Sự xuất hiện
735.0,아마01,부사,,아마 -을 것이다,초급,A,có lẽ - sẽ
2135.0,아마도,부사,,아마도 -을 것이다,중급,B,có lẽ - sẽ
748.0,아무01,관형사,,아무도/아무 데도,초급,A,không ai/không nơi nào
908.0,아무01,대명사,,아무도/아무 데도,초급,A,không ai/không nơi nào
4533.0,아무개,대명사,,아무개 씨,중급,C,Ông như vậy và như vậy
1464.0,아무것,명사,,이나 괜찮다,초급,B,Không sao đâu
1949.0,아무래도,부사,,아무래도 이상하다,중급,B,Tôi đoán là nó lạ
1028.0,아무런,관형사,,−,중급,C,
2805.0,아무렇다,형용사,,미래가 아무렇든,중급,B,Dù tương lai có ra sao
693.0,아무리,부사,,아무리 아이라고 해도,초급,B,Cho dù bạn có là một đứa trẻ thế nào
2969.0,아무튼,부사,,"아무튼, 다행이다.",중급,B,Dù sao thì tôi cũng vui.
2870.0,아버님,명사,,가족,초급,B,gia đình
153.0,아버지,명사,,가족,초급,A,gia đình
379.0,아빠,명사,,가족,초급,A,gia đình
5375.0,아쉬움,명사,,이 남다,중급,C,Điều này vẫn còn
3077.0,아쉽다,형용사,,작별이,중급,C,tạm biệt
7060.0,아스팔트,명사,,asphalt,,C,nhựa đường
,아시아,고유 명사,,Asia,,B,Châu Á
,아시아,명사,,아시아 대륙,중급,,lục địa châu Á
4139.0,아아01,감탄사,,,,B,
1557.0,아예,부사,,아예 안 하다,중급,C,Không có gì
2101.0,아울러,부사,,실력과 아울러 미모도,중급,C,Kỹ năng cũng như sắc đẹp
3010.0,아유01,감탄사,,,,C,
96.0,아이01,명사,,어른,초급,A,người lớn
3485.0,아이02,감탄사,,"아이, 나도 바쁜데",중급,B,"Này, tôi cũng bận."
2043.0,아이고,감탄사,,"아이고, 시끄러워",중급,B,"Ôi trời, ồn ào quá."
2531.0,아이디어,명사,,idea; 를 내다,중급,C,ý tưởng; dập tắt
14611.0,아이스크림,명사,,ice-cream; 을 먹다,초급,A,kem; ăn
616.0,아저씨,명사,,아주머니,초급,A,bà
274.0,아주01,부사,,아주 쉽다,초급,A,rất dễ dàng
1743.0,아주머니,명사,,아저씨,초급,A,ông
2419.0,아줌마,명사,,아주머니,초급,A,bà
201.0,아직01,부사,,아직 없다,초급,A,Chưa
323.0,아침,명사,,이 되다,초급,A,trở nên
,아침밥,명사,,을 먹다,중급,,ăn
,아침저녁,명사,,아침저녁으로 만나다,중급,,gặp nhau vào buổi sáng và buổi tối
851.0,아파트,명사,,apartment; 에 살다,초급,A,căn hộ; sống ở
589.0,아프다,형용사,,다리가,초급,A,chân
,아프리카,고유 명사,,Africa,,B,Châu phi
,아프리카,명사,,아프리카 대륙,중급,,lục địa châu Phi
2361.0,아픔,명사,,육신의 아픔,중급,B,nỗi đau thể xác
7061.0,아하,감탄사,,"아하, 그렇구나",중급,C,"À, tôi hiểu rồi."
,아홉,관형사,,숫자,초급,,con số
12669.0,아홉,수사,,숫자,초급,A,con số
,아홉째,관형사,,아홉째 날,중급,,ngày thứ chín
,아홉째,명사,,아홉째 날,중급,,ngày thứ chín
,아홉째,수사,,아홉째 날,중급,,ngày thứ chín
,아흔,관형사,,숫자,초급,,con số
49265.0,아흔,수사,,숫자,초급,A,con số
3122.0,악기05,명사,樂器,를 연주하다,초급,B,chơi
4218.0,악몽,명사,惡夢,을 꾸다,중급,C,mơ
4290.0,악수06,명사,握手,를 하다,중급,B,LÀM
,악취01,명사,,가 나다,중급,,đi ra ngoài
,악화01,명사,,갈등 악화,중급,,Xung đột trở nên tồi tệ hơn
118.0,안01,명사,,밖; 집 ~,초급,A,ngoài; nhà ~
44.0,안02,부사,,아니; 안 춥다,초급,A,KHÔNG; Trời không lạnh
8153.0,안04,명사,案,,,C,
3762.0,안개,명사,,가 끼다,초급,C,bị mắc kẹt
2659.0,안경03,명사,眼鏡,을 쓰다,초급,A,viết
15800.0,안과02,명사,眼科,에서 치료를 받다,중급,C,nhận điều trị từ
4813.0,안기다01,동사,,'안다'의 피동사; 아기가,중급,C,Động từ thụ động của 'biết'; Đứa bé
4006.0,안기다02,동사,,'안다'의 사동사; 꽃다발을,중급,C,Động từ 'biết'; Một bó hoa
4219.0,안내01,명사,案內,관광,초급,C,tham quan
,안내문,명사,,을 받다,초급,,nhận được
,안내서,명사,,를 읽다,중급,,đọc
,안내소,명사,,에 들르다,중급,,dừng lại
,안내원,명사,,을 따라가다,중급,,theo
,안내판,명사,,을 세우다,중급,,cài đặt
5032.0,안내하다,동사,案內-,,,B,
7294.0,안녕,감탄사,安寧,친구야! 안녕.,초급,A,Này bạn ơi! CHÀO.
,안녕,명사,,친구야! 안녕.,초급,,Này bạn ơi! CHÀO.
1978.0,안녕하다,형용사,安寧-,,,A,
4444.0,안녕히,부사,安寧-,안녕히 계세요,초급,A,tạm biệt
929.0,안다01,동사,,아기를,초급,A,Đứa bé
,안동,고유 명사,安東,,,C,
2970.0,안되다01,동사,,공부가 ~,초급,A,Học tập~
7295.0,안되다02,형용사,,마음이 언짢다; 형편이,중급,B,cảm thấy khó chịu; Trường hợp
2136.0,안방02,명사,-房,에서 자다,중급,B,ngủ trong
8154.0,안부01,명사,安否,를 묻다,중급,C,hỏi
,안색,명사,,이 나쁘다,중급,,Điều này thật tệ
,안심04,명사,,이 되다,중급,,trở nên
9241.0,안심하다,동사,安心-,,,C,
,안약,명사,,을 넣다,중급,,đưa vào
2115.0,안전03,명사,安全,을 지키다,초급,B,bảo vệ
,안전띠,명사,,를 매다,중급,,treo
2835.0,안전하다,형용사,安全-,,,B,
1474.0,안정01,명사,安定,을 유지하다,중급,C,duy trì
3696.0,안정되다,동사,安定-,,,C,
4623.0,안주04,명사,按酒,를 먹다,중급,B,ăn
3362.0,안쪽,명사,,바깥쪽,초급,B,ngoài
,안타까워하다,동사,,죽음을,중급,,cái chết
2554.0,안타깝다,형용사,,마음이,중급,B,trái tim
4445.0,안팎,명사,,나라 안팎,중급,C,Trong và ngoài nước
183.0,앉다,동사,,의자에,초급,A,trên ghế
5033.0,앉히다,동사,,자리에,중급,C,tại chỗ
1859.0,않다,동사,,세수를,중급,A,rửa mặt
11.0,않다,보조 용언,,,,A,
2200.0,알01,명사,,에서 깨다,중급,B,thức dậy từ
36.0,알다,동사,,사실을,초급,A,sự thật
,알레르기,명사,,를 일으키다,중급,,gây ra
500.0,알려지다,동사,,사실이,중급,B,Đó là sự thật
5246.0,알루미늄,명사,,aluminium,,C,nhôm
993.0,알리다,동사,,사실을,초급,B,sự thật
1364.0,알맞다,형용사,,크기가,초급,B,kích cỡ
4357.0,알아내다,동사,,사실을,중급,C,sự thật
2362.0,알아듣다,동사,,말귀를,중급,B,Hãy nghe những gì tôi nói
,알아맞히다,동사,,답을,중급,,trả lời
388.0,알아보다,동사,,정보를,초급,C,thông tin
5247.0,알아주다,동사,,마음을,중급,C,trái tim
,알차다,형용사,,내용이,중급,,nội dung
7066.0,알코올,명사,,alcohol,,C,rượu bia
2137.0,앓다,동사,,감기를,중급,B,bị cảm lạnh
4358.0,암08,명사,癌,에 걸리다,중급,B,bị cuốn vào
,암기02,명사,,암기 과목,중급,,môn ghi nhớ
5783.0,암시01,명사,暗示,,,C,
5946.0,암컷,명사,,,,C,
2008.0,압력,명사,壓力,이 높다,중급,C,Cái này cao
,앗01,감탄사,,앗! 깜짝이야.,중급,,Ồ! Tôi ngạc nhiên.
64.0,앞,명사,,으로 나가다,초급,A,đi ra ngoài
5376.0,앞길01,명사,,앞에 있는 길; 을 건너다,중급,B,con đường phía trước; đi qua
5784.0,앞날,명사,,을 기약하다,중급,C,hứa
1628.0,앞두다,동사,,시험을,중급,C,Bài kiểm tra
4220.0,앞뒤,명사,,를 돌아보다,중급,B,nhìn lại
,앞머리,명사,,를 기르다,중급,,nâng lên
10669.0,앞문,명사,-門,,,C,
8457.0,앞바다,명사,,로 나가다,중급,C,đi ra ngoài
1299.0,앞서,부사,,앞서 도착하다,중급,C,đến trước
2201.0,앞서다,동사,,앞서서 걷다,중급,B,đi về phía trước
3486.0,앞세우다,동사,,반장을,중급,C,lớp trưởng
2555.0,앞장서다,동사,,앞장서 가다,중급,C,dẫn đầu
,앞집,명사,,에 살다,중급,,sống ở
7838.0,앞쪽,명사,,으로 향하다,초급,B,hướng tới
4291.0,애01,명사,,~가 타다; 를 태우다,중급,C,~ đốt cháy; đốt cháy
315.0,애02,명사,,아이; 어른,초급,B,đứa trẻ; người lớn
,애기01,명사,,를 낳다,중급,,sinh con
1651.0,애쓰다,동사,,도우려고,중급,C,để giúp đỡ
,애완동물,명사,,을 기르다,중급,,nâng lên
3419.0,애인02,명사,愛人,연인,초급,B,người yêu
3078.0,애정02,명사,愛情,을 가지다,중급,C,có
3420.0,애초01,명사,-初,,,C,
7068.0,액세서리,명사,,accessory; 를 달다,중급,B,phụ kiện; cân
2971.0,액수03,명사,額數,가 크다,중급,C,lớn
,액자01,명사,,를 걸다,중급,,cá cược
7840.0,앨범,명사,,album; 사진,초급,C,album; hình ảnh
821.0,야04,감탄사,,"야, 같이 가자",초급,B,"Này, chúng ta hãy đi cùng nhau nhé"
5644.0,야간,명사,夜間,야간 근무,중급,C,ca đêm
,야경02,명사,,을 감상하다,중급,,đánh giá
2688.0,야구02,명사,野球,축구,초급,A,bóng đá
19003.0,야구장,명사,野球場,,,C,
,야근,명사,,을 하다,중급,,LÀM
4360.0,야단01,명사,惹端,을 떨다,중급,C,run rẩy
9685.0,야옹01,부사,,고양이가 야옹 울다,중급,C,mèo kêu meo meo
6098.0,야외,명사,野外,로 나가다,중급,B,đi ra ngoài
3194.0,야채,명사,野菜,를 먹다,초급,B,ăn
8840.0,야하다01,형용사,冶-,옷차림이,중급,C,Trang phục
9247.0,약01,명사,,~이 오르다,,C,~ tăng lên
677.0,약03,관형사,約,약 1시간,초급,B,Khoảng 1 giờ
2027.0,약07,명사,藥,을 먹다,초급,A,ăn
2363.0,약간,명사,若干,약간 크다,초급,B,hơi lớn
666.0,약간,부사,若干,약간 크다,초급,B,hơi to
7298.0,약국02,명사,藥局,에 가다,초급,A,đi tới
,약도,명사,,를 그리다,중급,,vẽ tranh
,약사04,명사,,가 되다,초급,,trở nên
1203.0,약속,명사,約束,을 지키다,초급,A,bảo vệ
2660.0,약속하다,동사,約束-,,,A,
9248.0,약수04,명사,藥水,,,C,
4534.0,약점01,명사,弱點,을 잡다,중급,C,nắm lấy
9249.0,약품,명사,藥品,을 구입하다,중급,C,mua
1860.0,약하다01,형용사,弱-,힘이,초급,B,sức mạnh
5377.0,약해지다,동사,弱-,,,C,
,약혼,명사,,을 발표하다,중급,,thông báo
28129.0,약혼녀,명사,約婚女,와 헤어지다,중급,C,chia tay với
34677.0,약혼자01,명사,約婚者,를 소개하다,중급,C,giới thiệu
8458.0,얄밉다,형용사,,,,C,
3421.0,얇다,형용사,,두께가,초급,B,độ dày
,얌전,명사,,을 떨다,중급,,run rẩy
7841.0,양05,명사,羊,동물,중급,C,động vật
3592.0,양07,관형사,兩,양 무릎,중급,C,cả hai đầu gối
1428.0,양20,명사,量,이 많다,중급,B,Có rất nhiều trong số này
1576.0,양25,의존명사,孃,,,C,
3044.0,양국01,명사,兩國,이 교류하다,중급,C,trao đổi này
3422.0,양념,명사,,을 섞다,중급,B,trộn
21230.0,양력02,명사,陽曆,음력,중급,C,âm lịch
5248.0,양말01,명사,洋襪,을 신다,초급,A,mặc
9250.0,양배추,명사,洋-,를 먹다,중급,B,ăn
9251.0,양보03,명사,讓步,자리 양보,중급,C,Nhường chỗ ngồi của bạn
5129.0,양보하다,동사,讓步-,,,B,
4535.0,양복01,명사,洋服,을 입다,초급,A,mặc
,양산05,명사,,을 쓰다,중급,,viết
8459.0,양상추,명사,洋-,,,C,
34701.0,양식03,명사,洋食,한식,초급,C,món ăn hàn quốc
1831.0,양식04,명사,樣式,에 맞추다,중급,C,điều chỉnh để
,양식집,명사,,에 가다,초급,,đi tới
4007.0,양심02,명사,良心,에 찔리다,중급,C,bị đâm bởi
9252.0,양옆,명사,兩-,에 앉다,중급,C,ngồi lên
8157.0,양주04,명사,洋酒,,,C,
2532.0,양쪽,명사,兩-,양쪽 뺨,중급,B,cả hai má
,양치질,명사,,을 하다,초급,,LÀM
2116.0,양파,명사,洋-,를 볶다,중급,B,xào
9253.0,얕다,형용사,,강이,중급,B,dòng sông
4361.0,얘02,감탄사,,,,C,
3079.0,얘03,줄어든 말,,이 아이,중급,B,đứa trẻ này
237.0,얘기,명사,,를 들려주다; 이야기,초급,A,nói ; câu chuyện
736.0,얘기하다,동사,,,,A,
,-어08,접사,,한국어,중급,,hàn quốc
446.0,어02,감탄사,,"어, 이게 뭐야?",초급,A,"Ủa, cái gì thế này?"
